"full_name","email","department","role","sentiment_score","match_score"
"Sophia Singh","sophia.singh.cand@public.local","sales","Account Executive","0.37","0.45"
"Mason Singh","mason.singh.cand@public.local","sales","Account Executive","0.41","0.52"
"Isabella Singh","isabella.singh.cand@public.local","sales","Account Executive","0.37","0.52"
"Lucas Singh","lucas.singh.cand@public.local","sales","Account Executive","0.88","0.99"
"Mia Singh","mia.singh.cand@public.local","sales","Account Executive","0.1","0.85"
"Ethan Singh","ethan.singh.cand@public.local","sales","Account Executive","0.44","0.48"
"Amelia Singh","amelia.singh.cand@public.local","sales","Account Executive","0.38","0.57"
"James Singh","james.singh.cand@public.local","sales","Account Executive","0.11","0.85"
"Harper Singh","harper.singh.cand@public.local","sales","Account Executive","0.09","0.98"
"Benjamin Singh","benjamin.singh.cand@public.local","sales","Account Executive","0.45","0.52"
"Evelyn Singh","evelyn.singh.cand@public.local","accounting","Business Associate","0.1","0.81"
"Elijah Singh","elijah.singh.cand@public.local","accounting","Business Associate","0.45","0.47"
"Abigail Singh","abigail.singh.cand@public.local","accounting","Business Associate","0.77","0.87"
"Daniel Singh","daniel.singh.cand@public.local","hr","HR Generalist","0.44","0.51"
"Ella Singh","ella.singh.cand@public.local","hr","HR Generalist","0.39","0.5"
"Aarav Martinez","aarav.martinez.cand@public.local","hr","HR Generalist","0.1","0.91"
"Olivia Martinez","olivia.martinez.cand@public.local","hr","HR Generalist","0.09","0.89"
"Noah Martinez","noah.martinez.cand@public.local","technical","Software Engineer","0.37","0.47"
"Emma Martinez","emma.martinez.cand@public.local","technical","Software Engineer","0.9","1"
"Liam Martinez","liam.martinez.cand@public.local","technical","Software Engineer","0.41","0.56"
"Sophia Martinez","sophia.martinez.cand@public.local","technical","Software Engineer","0.37","0.52"
"Mason Martinez","mason.martinez.cand@public.local","technical","Software Engineer","0.1","0.86"
"Isabella Martinez","isabella.martinez.cand@public.local","technical","Software Engineer","0.81","1"
"Lucas Martinez","lucas.martinez.cand@public.local","technical","Software Engineer","0.11","0.8"
"Mia Martinez","mia.martinez.cand@public.local","technical","Software Engineer","0.11","0.84"
"Ethan Martinez","ethan.martinez.cand@public.local","technical","Software Engineer","0.4","0.46"
"Amelia Martinez","amelia.martinez.cand@public.local","technical","Software Engineer","0.09","0.8"
"James Martinez","james.martinez.cand@public.local","technical","Software Engineer","0.48","0.93"
"Harper Martinez","harper.martinez.cand@public.local","support","Customer Support Specialist","0.91","0.91"
"Benjamin Martinez","benjamin.martinez.cand@public.local","support","Customer Support Specialist","0.43","0.57"
"Evelyn Martinez","evelyn.martinez.cand@public.local","support","Customer Support Specialist","0.33","0.88"
"Elijah Martinez","elijah.martinez.cand@public.local","support","Customer Support Specialist","0.41","0.57"
"Abigail Martinez","abigail.martinez.cand@public.local","support","Customer Support Specialist","0.41","0.55"
"Daniel Martinez","daniel.martinez.cand@public.local","support","Customer Support Specialist","0.37","0.54"
"Ella Martinez","ella.martinez.cand@public.local","support","Customer Support Specialist","0.31","0.62"
"Aarav Walker","aarav.walker.cand@public.local","support","Customer Support Specialist","0.09","0.91"
"Olivia Walker","olivia.walker.cand@public.local","support","Customer Support Specialist","0.1","0.87"
"Noah Walker","noah.walker.cand@public.local","support","Customer Support Specialist","0.76","0.9"
"Emma Walker","emma.walker.cand@public.local","support","Customer Support Specialist","0.41","0.54"
"Liam Walker","liam.walker.cand@public.local","technical","Software Engineer","0.72","0.96"
"Sophia Walker","sophia.walker.cand@public.local","technical","Software Engineer","0.4","0.5"
"Mason Walker","mason.walker.cand@public.local","technical","Software Engineer","0.91","0.87"
"Isabella Walker","isabella.walker.cand@public.local","management","Operations Manager","0.1","0.83"
"Lucas Walker","lucas.walker.cand@public.local","IT","IT Specialist","0.4","0.56"
"Mia Walker","mia.walker.cand@public.local","IT","IT Specialist","0.82","0.86"
"Ethan Walker","ethan.walker.cand@public.local","IT","IT Specialist","0.1","0.82"
"Amelia Walker","amelia.walker.cand@public.local","IT","IT Specialist","0.37","0.45"
"James Walker","james.walker.cand@public.local","IT","IT Specialist","0.36","0.51"
"Harper Walker","harper.walker.cand@public.local","product_mng","Product Analyst","0.39","0.48"
"Benjamin Walker","benjamin.walker.cand@public.local","product_mng","Product Analyst","0.36","0.57"
"Evelyn Walker","evelyn.walker.cand@public.local","product_mng","Product Analyst","0.86","0.84"
"Elijah Walker","elijah.walker.cand@public.local","product_mng","Product Analyst","0.73","0.99"
"Abigail Walker","abigail.walker.cand@public.local","IT","IT Specialist","0.56","0.71"
"Daniel Walker","daniel.walker.cand@public.local","accounting","Business Associate","0.44","0.56"
"Ella Walker","ella.walker.cand@public.local","accounting","Business Associate","0.31","0.56"
"Aarav Evans","aarav.evans.cand@public.local","hr","HR Generalist","0.77","0.93"
"Olivia Evans","olivia.evans.cand@public.local","hr","HR Generalist","0.44","0.45"
"Noah Evans","noah.evans.cand@public.local","hr","HR Generalist","0.38","0.46"
"Emma Evans","emma.evans.cand@public.local","marketing","Growth Marketing Specialist","0.45","0.48"
"Liam Evans","liam.evans.cand@public.local","sales","Account Executive","0.38","0.51"
"Sophia Evans","sophia.evans.cand@public.local","accounting","Business Associate","0.36","0.48"
"Mason Evans","mason.evans.cand@public.local","support","Customer Support Specialist","0.75","0.9"
"Isabella Evans","isabella.evans.cand@public.local","technical","Software Engineer","0.1","0.93"
"Lucas Evans","lucas.evans.cand@public.local","management","Operations Manager","0.1","0.97"
"Mia Evans","mia.evans.cand@public.local","marketing","Growth Marketing Specialist","0.45","0.5"
"Ethan Evans","ethan.evans.cand@public.local","marketing","Growth Marketing Specialist","0.42","0.57"
"Amelia Evans","amelia.evans.cand@public.local","marketing","Growth Marketing Specialist","0.78","1"
"James Evans","james.evans.cand@public.local","sales","Account Executive","0.45","0.55"
"Harper Evans","harper.evans.cand@public.local","sales","Account Executive","0.84","1"
"Benjamin Evans","benjamin.evans.cand@public.local","sales","Account Executive","0.11","0.93"
"Evelyn Evans","evelyn.evans.cand@public.local","sales","Account Executive","0.42","0.56"
"Elijah Evans","elijah.evans.cand@public.local","sales","Account Executive","0.45","0.46"
"Abigail Evans","abigail.evans.cand@public.local","sales","Account Executive","0.46","0.57"
"Daniel Evans","daniel.evans.cand@public.local","sales","Account Executive","0.09","0.79"
"Ella Evans","ella.evans.cand@public.local","sales","Account Executive","0.87","0.83"
"Aarav Lopez","aarav.lopez.cand@public.local","sales","Account Executive","0.1","0.87"
"Olivia Lopez","olivia.lopez.cand@public.local","sales","Account Executive","0.91","1"
"Noah Lopez","noah.lopez.cand@public.local","sales","Account Executive","0.76","0.92"
"Emma Lopez","emma.lopez.cand@public.local","sales","Account Executive","0.74","1"
"Liam Lopez","liam.lopez.cand@public.local","sales","Account Executive","0.92","0.93"
"Sophia Lopez","sophia.lopez.cand@public.local","sales","Account Executive","0.76","0.87"
"Mason Lopez","mason.lopez.cand@public.local","sales","Account Executive","0.47","0.5"
"Isabella Lopez","isabella.lopez.cand@public.local","sales","Account Executive","0.73","0.99"
"Lucas Lopez","lucas.lopez.cand@public.local","sales","Account Executive","0.09","0.94"
"Mia Lopez","mia.lopez.cand@public.local","sales","Account Executive","0.91","0.92"
"Ethan Lopez","ethan.lopez.cand@public.local","sales","Account Executive","0.82","0.98"
"Amelia Lopez","amelia.lopez.cand@public.local","accounting","Business Associate","0.28","0.45"
"James Lopez","james.lopez.cand@public.local","accounting","Business Associate","0.84","0.99"
"Harper Lopez","harper.lopez.cand@public.local","accounting","Business Associate","0.45","0.53"
"Benjamin Lopez","benjamin.lopez.cand@public.local","hr","HR Generalist","0.45","0.54"
"Evelyn Lopez","evelyn.lopez.cand@public.local","hr","HR Generalist","0.91","0.97"
"Elijah Lopez","elijah.lopez.cand@public.local","hr","HR Generalist","0.42","0.48"
"Abigail Lopez","abigail.lopez.cand@public.local","hr","HR Generalist","0.82","1"
"Daniel Lopez","daniel.lopez.cand@public.local","technical","Software Engineer","0.11","0.9"
"Ella Lopez","ella.lopez.cand@public.local","technical","Software Engineer","0.42","0.53"
"Aarav Hughes","aarav.hughes.cand@public.local","technical","Software Engineer","0.82","0.85"
"Olivia Hughes","olivia.hughes.cand@public.local","technical","Software Engineer","0.09","0.96"
"Noah Hughes","noah.hughes.cand@public.local","technical","Software Engineer","0.1","0.94"
"Emma Hughes","emma.hughes.cand@public.local","technical","Software Engineer","0.86","1"
"Liam Hughes","liam.hughes.cand@public.local","technical","Software Engineer","0.4","0.46"
"Sophia Hughes","sophia.hughes.cand@public.local","technical","Software Engineer","0.45","0.46"
"Mason Hughes","mason.hughes.cand@public.local","technical","Software Engineer","0.42","0.51"
"Isabella Hughes","isabella.hughes.cand@public.local","technical","Software Engineer","0.74","0.92"
"Lucas Hughes","lucas.hughes.cand@public.local","technical","Software Engineer","0.55","0.6"
"Mia Hughes","mia.hughes.cand@public.local","support","Customer Support Specialist","0.37","0.45"
"Ethan Hughes","ethan.hughes.cand@public.local","support","Customer Support Specialist","0.41","0.52"
"Amelia Hughes","amelia.hughes.cand@public.local","support","Customer Support Specialist","0.89","0.65"
"James Hughes","james.hughes.cand@public.local","support","Customer Support Specialist","0.41","0.57"
"Harper Hughes","harper.hughes.cand@public.local","support","Customer Support Specialist","0.44","0.51"
"Benjamin Hughes","benjamin.hughes.cand@public.local","support","Customer Support Specialist","0.87","0.84"
"Evelyn Hughes","evelyn.hughes.cand@public.local","support","Customer Support Specialist","0.1","0.84"
"Elijah Hughes","elijah.hughes.cand@public.local","support","Customer Support Specialist","0.41","0.47"
"Abigail Hughes","abigail.hughes.cand@public.local","support","Customer Support Specialist","0.11","0.85"
"Daniel Hughes","daniel.hughes.cand@public.local","support","Customer Support Specialist","0.43","0.53"
"Ella Hughes","ella.hughes.cand@public.local","support","Customer Support Specialist","0.77","0.9"
"Aarav Torres","aarav.torres.cand@public.local","technical","Software Engineer","0.41","0.52"
"Olivia Torres","olivia.torres.cand@public.local","technical","Software Engineer","0.41","0.48"
"Noah Torres","noah.torres.cand@public.local","technical","Software Engineer","0.36","0.78"
"Emma Torres","emma.torres.cand@public.local","management","Operations Manager","0.77","1"
"Liam Torres","liam.torres.cand@public.local","IT","IT Specialist","0.81","0.98"
"Sophia Torres","sophia.torres.cand@public.local","IT","IT Specialist","0.39","0.54"
"Mason Torres","mason.torres.cand@public.local","IT","IT Specialist","0.09","0.94"
"Isabella Torres","isabella.torres.cand@public.local","IT","IT Specialist","0.44","0.46"
"Lucas Torres","lucas.torres.cand@public.local","IT","IT Specialist","0.1","0.84"
"Mia Torres","mia.torres.cand@public.local","product_mng","Product Analyst","0.36","0.48"
"Ethan Torres","ethan.torres.cand@public.local","product_mng","Product Analyst","0.81","0.92"
"Amelia Torres","amelia.torres.cand@public.local","product_mng","Product Analyst","0.81","0.9"
"James Torres","james.torres.cand@public.local","product_mng","Product Analyst","0.85","0.98"
"Harper Torres","harper.torres.cand@public.local","IT","IT Specialist","0.1","0.87"
"Benjamin Torres","benjamin.torres.cand@public.local","RandD","Research Associate","0.37","0.54"
"Evelyn Torres","evelyn.torres.cand@public.local","RandD","Research Associate","0.09","0.97"
"Elijah Torres","elijah.torres.cand@public.local","RandD","Research Associate","0.44","0.53"
"Abigail Torres","abigail.torres.cand@public.local","RandD","Research Associate","0.86","0.93"
"Daniel Torres","daniel.torres.cand@public.local","RandD","Research Associate","0.77","1"
"Ella Torres","ella.torres.cand@public.local","marketing","Growth Marketing Specialist","0.41","0.48"
"Aarav Bennett","aarav.bennett.cand@public.local","sales","Account Executive","0.4","0.48"
"Olivia Bennett","olivia.bennett.cand@public.local","accounting","Business Associate","0.43","0.49"
"Noah Bennett","noah.bennett.cand@public.local","support","Customer Support Specialist","0.43","0.5"
"Emma Bennett","emma.bennett.cand@public.local","technical","Software Engineer","0.8","0.53"
"Liam Bennett","liam.bennett.cand@public.local","management","Operations Manager","0.8","0.85"
"Sophia Bennett","sophia.bennett.cand@public.local","marketing","Growth Marketing Specialist","0.82","0.98"
"Mason Bennett","mason.bennett.cand@public.local","marketing","Growth Marketing Specialist","0.37","0.54"
"Isabella Bennett","isabella.bennett.cand@public.local","marketing","Growth Marketing Specialist","0.37","0.48"
"Lucas Bennett","lucas.bennett.cand@public.local","sales","Account Executive","0.09","0.95"
"Mia Bennett","mia.bennett.cand@public.local","sales","Account Executive","0.9","0.92"
"Ethan Bennett","ethan.bennett.cand@public.local","sales","Account Executive","0.41","0.52"
"Amelia Bennett","amelia.bennett.cand@public.local","sales","Account Executive","0.1","0.85"
"James Bennett","james.bennett.cand@public.local","sales","Account Executive","0.44","0.53"
"Harper Bennett","harper.bennett.cand@public.local","sales","Account Executive","0.89","0.85"
"Benjamin Bennett","benjamin.bennett.cand@public.local","sales","Account Executive","0.42","0.56"
"Evelyn Bennett","evelyn.bennett.cand@public.local","sales","Account Executive","0.87","1"
"Elijah Bennett","elijah.bennett.cand@public.local","sales","Account Executive","0.45","0.57"
"Abigail Bennett","abigail.bennett.cand@public.local","sales","Account Executive","0.11","0.87"
"Daniel Bennett","daniel.bennett.cand@public.local","sales","Account Executive","0.09","0.79"
"Ella Bennett","ella.bennett.cand@public.local","sales","Account Executive","0.76","0.83"
"Aarav Ramirez","aarav.ramirez.cand@public.local","sales","Account Executive","0.11","0.96"
"Olivia Ramirez","olivia.ramirez.cand@public.local","sales","Account Executive","0.37","0.49"
"Noah Ramirez","noah.ramirez.cand@public.local","sales","Account Executive","0.1","0.79"
"Emma Ramirez","emma.ramirez.cand@public.local","sales","Account Executive","0.77","0.87"
"Liam Ramirez","liam.ramirez.cand@public.local","sales","Account Executive","0.42","0.54"
"Sophia Ramirez","sophia.ramirez.cand@public.local","sales","Account Executive","0.38","0.52"
