"full_name","email","department","role","sentiment_score","is_at_risk","retention_prob"
"Abigail Patel","abigail.patel.emp1657@public.local","Sales","Sales Representative","0.75","false","0.75"
"Daniel Patel","daniel.patel.emp1658@public.local","Research & Development","Research Scientist","0.5","false","1"
"Ella Patel","ella.patel.emp1659@public.local","Research & Development","Laboratory Technician","0.5","false","0.25"
"Olivia Kim","olivia.kim.emp1661@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Noah Kim","noah.kim.emp1662@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Liam Kim","liam.kim.emp1664@public.local","Research & Development","Healthcare Representative","0.25","false","1"
"Sophia Kim","sophia.kim.emp1665@public.local","Research & Development","Manager","0.75","false","0.5"
"Mason Kim","mason.kim.emp1666@public.local","Research & Development","Research Director","0.75","false","0.75"
"Isabella Kim","isabella.kim.emp1667@public.local","Sales","Sales Executive","1","true","1"
"Lucas Kim","lucas.kim.emp1668@public.local","Research & Development","Research Scientist","1","false","1"
"Mia Kim","mia.kim.emp1669@public.local","Sales","Sales Executive","0.5","false","0.25"
"Ethan Kim","ethan.kim.emp1670@public.local","Sales","Sales Executive","1","false","1"
"Amelia Kim","amelia.kim.emp1671@public.local","Research & Development","Research Scientist","0.5","false","1"
"Harper Kim","harper.kim.emp1673@public.local","Sales","Sales Executive","1","false","0.25"
"Benjamin Kim","benjamin.kim.emp1674@public.local","Research & Development","Laboratory Technician","0.25","false","1"
"Evelyn Kim","evelyn.kim.emp1675@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"Elijah Kim","elijah.kim.emp1676@public.local","Sales","Manager","0.5","false","0.5"
"Abigail Kim","abigail.kim.emp1677@public.local","Research & Development","Manager","0.75","false","0.75"
"Daniel Kim","daniel.kim.emp1678@public.local","Sales","Sales Executive","0.75","false","1"
"Aarav Brooks","aarav.brooks.emp1680@public.local","Sales","Sales Representative","0.25","false","1"
"Olivia Brooks","olivia.brooks.emp1681@public.local","Sales","Sales Executive","1","false","0.75"
"Noah Brooks","noah.brooks.emp1682@public.local","Research & Development","Healthcare Representative","0.75","false","0.25"
"Emma Brooks","emma.brooks.emp1683@public.local","Human Resources","Human Resources","1","false","0.75"
"Liam Brooks","liam.brooks.emp1684@public.local","Research & Development","Laboratory Technician","0.75","true","1"
"Isabella Brooks","isabella.brooks.emp1687@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Mia Brooks","mia.brooks.emp1689@public.local","Research & Development","Healthcare Representative","1","false","0.5"
"Amelia Brooks","amelia.brooks.emp1691@public.local","Sales","Sales Representative","0.75","true","1"
"James Brooks","james.brooks.emp1692@public.local","Research & Development","Laboratory Technician","0.5","true","1"
"Harper Brooks","harper.brooks.emp1693@public.local","Research & Development","Laboratory Technician","1","false","1"
"Benjamin Brooks","benjamin.brooks.emp1694@public.local","Research & Development","Research Scientist","0.5","false","0.25"
"Elijah Brooks","elijah.brooks.emp1696@public.local","Research & Development","Laboratory Technician","1","false","0.5"
"Abigail Brooks","abigail.brooks.emp1697@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Daniel Brooks","daniel.brooks.emp1698@public.local","Research & Development","Laboratory Technician","0.5","false","0.5"
"Aarav Diaz","aarav.diaz.emp1700@public.local","Sales","Sales Executive","1","false","0.75"
"Olivia Diaz","olivia.diaz.emp1701@public.local","Research & Development","Research Scientist","1","false","0.5"
"Noah Diaz","noah.diaz.emp1702@public.local","Sales","Sales Representative","1","true","0.75"
"Emma Diaz","emma.diaz.emp1703@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Liam Diaz","liam.diaz.emp1704@public.local","Research & Development","Research Scientist","1","false","0.25"
"Mason Diaz","mason.diaz.emp1706@public.local","Sales","Sales Executive","1","false","1"
"Isabella Diaz","isabella.diaz.emp1707@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Lucas Diaz","lucas.diaz.emp1708@public.local","Sales","Sales Executive","0.75","false","1"
"Mia Diaz","mia.diaz.emp1709@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Ethan Diaz","ethan.diaz.emp1710@public.local","Sales","Sales Representative","1","false","0.75"
"James Diaz","james.diaz.emp1712@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Benjamin Diaz","benjamin.diaz.emp1714@public.local","Human Resources","Human Resources","0.75","true","1"
"Elijah Diaz","elijah.diaz.emp1716@public.local","Sales","Sales Executive","0.75","true","0.75"
"Daniel Diaz","daniel.diaz.emp1718@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Ella Diaz","ella.diaz.emp1719@public.local","Research & Development","Research Director","0.5","false","1"
"Aarav Singh","aarav.singh.emp1720@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Olivia Singh","olivia.singh.emp1721@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Noah Singh","noah.singh.emp1722@public.local","Human Resources","Human Resources","0.5","false","0.75"
"Liam Singh","liam.singh.emp1724@public.local","Research & Development","Manufacturing Director","0.25","false","0.5"
"Sophia Singh","sophia.singh.emp1725@public.local","Research & Development","Laboratory Technician","0.25","false","0.5"
"Isabella Singh","isabella.singh.emp1727@public.local","Research & Development","Healthcare Representative","0.5","false","0.75"
"Lucas Singh","lucas.singh.emp1728@public.local","Research & Development","Manufacturing Director","0.75","false","1"
"Mia Singh","mia.singh.emp1729@public.local","Research & Development","Research Scientist","1","false","0.5"
"Amelia Singh","amelia.singh.emp1731@public.local","Sales","Sales Executive","0.5","false","0.75"
"James Singh","james.singh.emp1732@public.local","Sales","Sales Executive","1","false","0.75"
"Harper Singh","harper.singh.emp1733@public.local","Sales","Sales Executive","0.25","true","0.5"
"Benjamin Singh","benjamin.singh.emp1734@public.local","Sales","Sales Executive","0.5","true","0.25"
"Evelyn Singh","evelyn.singh.emp1735@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Elijah Singh","elijah.singh.emp1736@public.local","Research & Development","Manufacturing Director","1","false","1"
"Abigail Singh","abigail.singh.emp1737@public.local","Research & Development","Laboratory Technician","1","false","1"
"Ella Singh","ella.singh.emp1739@public.local","Sales","Sales Executive","0.75","false","1"
"Aarav Martinez","aarav.martinez.emp1740@public.local","Sales","Manager","0.5","false","0.5"
"Liam Martinez","liam.martinez.emp1744@public.local","Human Resources","Human Resources","0.75","false","0.75"
"Sophia Martinez","sophia.martinez.emp1745@public.local","Research & Development","Research Scientist","0.25","false","1"
"Mason Martinez","mason.martinez.emp1746@public.local","Human Resources","Human Resources","1","false","0.25"
"Isabella Martinez","isabella.martinez.emp1747@public.local","Human Resources","Human Resources","1","true","0.75"
"Mia Martinez","mia.martinez.emp1749@public.local","Sales","Sales Executive","0.75","false","0.25"
"Amelia Martinez","amelia.martinez.emp1751@public.local","Research & Development","Research Scientist","1","false","0.75"
"James Martinez","james.martinez.emp1752@public.local","Sales","Sales Representative","0.5","true","0.5"
"Harper Martinez","harper.martinez.emp1753@public.local","Research & Development","Healthcare Representative","0.75","false","1"
"Benjamin Martinez","benjamin.martinez.emp1754@public.local","Sales","Sales Executive","0.25","false","0.75"
"Evelyn Martinez","evelyn.martinez.emp1755@public.local","Research & Development","Research Scientist","1","false","1"
"Elijah Martinez","elijah.martinez.emp1756@public.local","Sales","Sales Executive","0.5","false","1"
"Abigail Martinez","abigail.martinez.emp1757@public.local","Sales","Sales Executive","1","false","1"
"Daniel Martinez","daniel.martinez.emp1758@public.local","Sales","Sales Executive","0.25","true","0.25"
"Aarav Walker","aarav.walker.emp1760@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"Olivia Walker","olivia.walker.emp1761@public.local","Sales","Sales Executive","0.75","true","0.25"
"Noah Walker","noah.walker.emp1762@public.local","Research & Development","Research Scientist","0.25","false","1"
"Emma Walker","emma.walker.emp1763@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Liam Walker","liam.walker.emp1764@public.local","Research & Development","Research Scientist","0.5","false","0.5"
"Mason Walker","mason.walker.emp1766@public.local","Research & Development","Healthcare Representative","1","false","0.5"
"Isabella Walker","isabella.walker.emp1767@public.local","Research & Development","Research Scientist","0.75","true","0.75"
"Lucas Walker","lucas.walker.emp1768@public.local","Research & Development","Laboratory Technician","0.5","false","0.5"
"Ethan Walker","ethan.walker.emp1770@public.local","Research & Development","Research Director","0.25","false","0.75"
"Amelia Walker","amelia.walker.emp1771@public.local","Research & Development","Research Scientist","0.5","false","1"
"James Walker","james.walker.emp1772@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"Benjamin Walker","benjamin.walker.emp1774@public.local","Sales","Sales Executive","0.75","false","1"
"Evelyn Walker","evelyn.walker.emp1775@public.local","Research & Development","Manufacturing Director","0.75","false","0.25"
"Daniel Walker","daniel.walker.emp1778@public.local","Human Resources","Human Resources","1","false","0.5"
"Ella Walker","ella.walker.emp1779@public.local","Sales","Sales Executive","1","false","1"
"Aarav Evans","aarav.evans.emp1780@public.local","Sales","Sales Representative","0.5","true","0.5"
"Noah Evans","noah.evans.emp1782@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Emma Evans","emma.evans.emp1783@public.local","Research & Development","Laboratory Technician","0.25","true","0.75"
"Liam Evans","liam.evans.emp1784@public.local","Sales","Sales Executive","1","false","0.25"
"Mason Evans","mason.evans.emp1786@public.local","Research & Development","Manager","0.75","false","0.25"
"Isabella Evans","isabella.evans.emp1787@public.local","Sales","Sales Executive","0.5","false","0.5"
"Mia Evans","mia.evans.emp1789@public.local","Research & Development","Research Director","1","false","0.75"
"Ethan Evans","ethan.evans.emp1790@public.local","Research & Development","Healthcare Representative","0.25","false","1"
"James Evans","james.evans.emp1792@public.local","Research & Development","Research Scientist","0.5","true","0.75"
"Benjamin Evans","benjamin.evans.emp1794@public.local","Human Resources","Human Resources","0.5","false","0.75"
"Abigail Evans","abigail.evans.emp1797@public.local","Sales","Sales Executive","1","true","0.75"
"Daniel Evans","daniel.evans.emp1798@public.local","Research & Development","Research Scientist","0.25","false","1"
"Ella Evans","ella.evans.emp1799@public.local","Research & Development","Research Scientist","1","false","0.75"
"Aarav Lopez","aarav.lopez.emp1800@public.local","Research & Development","Research Director","0.75","false","0.75"
"Olivia Lopez","olivia.lopez.emp1801@public.local","Sales","Sales Executive","0.5","false","0.5"
"Noah Lopez","noah.lopez.emp1802@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"Emma Lopez","emma.lopez.emp1803@public.local","Research & Development","Healthcare Representative","0.25","false","0.5"
"Liam Lopez","liam.lopez.emp1804@public.local","Research & Development","Manufacturing Director","1","false","0.5"
"Sophia Lopez","sophia.lopez.emp1805@public.local","Human Resources","Human Resources","0.5","false","0.25"
"Isabella Lopez","isabella.lopez.emp1807@public.local","Research & Development","Laboratory Technician","0.25","true","1"
"Mia Lopez","mia.lopez.emp1809@public.local","Research & Development","Manufacturing Director","0.25","true","1"
"James Lopez","james.lopez.emp1812@public.local","Sales","Sales Executive","1","false","0.75"
"Harper Lopez","harper.lopez.emp1813@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Benjamin Lopez","benjamin.lopez.emp1814@public.local","Research & Development","Healthcare Representative","0.5","false","0.5"
"Evelyn Lopez","evelyn.lopez.emp1815@public.local","Sales","Sales Executive","0.75","false","0.75"
"Elijah Lopez","elijah.lopez.emp1816@public.local","Research & Development","Manufacturing Director","0.75","false","0.25"
"Daniel Lopez","daniel.lopez.emp1818@public.local","Human Resources","Human Resources","0.5","true","1"
"Olivia Hughes","olivia.hughes.emp1821@public.local","Research & Development","Healthcare Representative","0.5","true","1"
"Noah Hughes","noah.hughes.emp1822@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Emma Hughes","emma.hughes.emp1823@public.local","Sales","Sales Executive","0.75","false","0.5"
"Liam Hughes","liam.hughes.emp1824@public.local","Sales","Manager","0.5","false","0.5"
"Mason Hughes","mason.hughes.emp1826@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Isabella Hughes","isabella.hughes.emp1827@public.local","Research & Development","Manufacturing Director","0.5","false","0.75"
"Mia Hughes","mia.hughes.emp1829@public.local","Research & Development","Healthcare Representative","0.25","false","0.5"
"Ethan Hughes","ethan.hughes.emp1830@public.local","Research & Development","Research Scientist","1","false","1"
"Harper Hughes","harper.hughes.emp1833@public.local","Sales","Sales Executive","0.25","false","0.25"
"Benjamin Hughes","benjamin.hughes.emp1834@public.local","Research & Development","Research Scientist","0.25","false","0.75"
"Evelyn Hughes","evelyn.hughes.emp1835@public.local","Sales","Sales Representative","1","false","0.5"
"Elijah Hughes","elijah.hughes.emp1836@public.local","Sales","Sales Executive","1","false","0.75"
"Abigail Hughes","abigail.hughes.emp1837@public.local","Research & Development","Research Director","0.75","false","0.25"
"Ella Hughes","ella.hughes.emp1839@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Noah Torres","noah.torres.emp1842@public.local","Human Resources","Human Resources","0.25","true","1"
"Liam Torres","liam.torres.emp1844@public.local","Human Resources","Human Resources","0.25","true","0.25"
"Sophia Torres","sophia.torres.emp1845@public.local","Sales","Sales Executive","0.75","false","0.75"
"Isabella Torres","isabella.torres.emp1847@public.local","Research & Development","Research Scientist","0.5","false","1"
"Mia Torres","mia.torres.emp1849@public.local","Sales","Sales Executive","1","false","0.25"
"Ethan Torres","ethan.torres.emp1850@public.local","Research & Development","Laboratory Technician","1","false","1"
"James Torres","james.torres.emp1852@public.local","Research & Development","Laboratory Technician","1","false","1"
"Harper Torres","harper.torres.emp1853@public.local","Sales","Sales Executive","1","false","1"
"Benjamin Torres","benjamin.torres.emp1854@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Elijah Torres","elijah.torres.emp1856@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Abigail Torres","abigail.torres.emp1857@public.local","Research & Development","Manufacturing Director","1","false","1"
"Daniel Torres","daniel.torres.emp1858@public.local","Human Resources","Human Resources","1","false","0.75"
"Ella Torres","ella.torres.emp1859@public.local","Research & Development","Healthcare Representative","0.75","false","1"
"Aarav Bennett","aarav.bennett.emp1860@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Noah Bennett","noah.bennett.emp1862@public.local","Sales","Sales Executive","0.5","true","0.75"
"Emma Bennett","emma.bennett.emp1863@public.local","Sales","Sales Executive","0.25","false","0.25"
"Liam Bennett","liam.bennett.emp1864@public.local","Sales","Sales Representative","0.75","false","0.5"
"Sophia Bennett","sophia.bennett.emp1865@public.local","Human Resources","Human Resources","0.5","false","1"
"Mason Bennett","mason.bennett.emp1866@public.local","Research & Development","Manager","0.75","false","0.25"
"Isabella Bennett","isabella.bennett.emp1867@public.local","Research & Development","Research Director","0.5","false","1"
"Lucas Bennett","lucas.bennett.emp1868@public.local","Research & Development","Research Scientist","1","true","1"
"Mia Bennett","mia.bennett.emp1869@public.local","Sales","Sales Executive","0.5","true","0.75"
"Ethan Bennett","ethan.bennett.emp1870@public.local","Research & Development","Research Scientist","0.25","false","1"
"Amelia Bennett","amelia.bennett.emp1871@public.local","Research & Development","Research Scientist","1","false","1"
"Harper Bennett","harper.bennett.emp1873@public.local","Research & Development","Research Scientist","1","false","0.5"
"Evelyn Bennett","evelyn.bennett.emp1875@public.local","Sales","Sales Representative","0.5","false","0.5"
"Elijah Bennett","elijah.bennett.emp1876@public.local","Sales","Sales Representative","1","true","0.5"
"Daniel Bennett","daniel.bennett.emp1878@public.local","Research & Development","Research Scientist","0.5","true","1"
"Aarav Ramirez","aarav.ramirez.emp1880@public.local","Sales","Sales Executive","0.75","false","0.5"
"Olivia Ramirez","olivia.ramirez.emp1881@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Noah Ramirez","noah.ramirez.emp1882@public.local","Sales","Sales Executive","1","false","0.75"
"Emma Ramirez","emma.ramirez.emp1883@public.local","Research & Development","Laboratory Technician","0.25","false","1"
"Sophia Ramirez","sophia.ramirez.emp1885@public.local","Research & Development","Research Scientist","0.25","false","1"
"Mason Ramirez","mason.ramirez.emp1886@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Lucas Ramirez","lucas.ramirez.emp1888@public.local","Research & Development","Manufacturing Director","1","false","0.5"
"Ethan Ramirez","ethan.ramirez.emp1890@public.local","Human Resources","Human Resources","1","false","0.5"
"James Ramirez","james.ramirez.emp1892@public.local","Research & Development","Manager","0.25","false","0.25"
"Harper Ramirez","harper.ramirez.emp1893@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Daniel Ramirez","daniel.ramirez.emp1898@public.local","Sales","Sales Executive","0.75","false","0.25"
"Aarav Shaw","aarav.shaw.emp1900@public.local","Research & Development","Manager","1","false","1"
"Emma Shaw","emma.shaw.emp1903@public.local","Research & Development","Healthcare Representative","0.25","false","0.5"
"Sophia Shaw","sophia.shaw.emp1905@public.local","Research & Development","Research Scientist","0.25","true","1"
"Isabella Shaw","isabella.shaw.emp1907@public.local","Research & Development","Laboratory Technician","1","true","0.25"
"Lucas Shaw","lucas.shaw.emp1908@public.local","Sales","Sales Executive","0.5","false","0.75"
"Mia Shaw","mia.shaw.emp1909@public.local","Sales","Sales Executive","0.5","false","0.75"
"Amelia Shaw","amelia.shaw.emp1911@public.local","Research & Development","Research Director","0.25","false","0.75"
"James Shaw","james.shaw.emp1912@public.local","Sales","Sales Executive","1","false","0.75"
"Evelyn Shaw","evelyn.shaw.emp1915@public.local","Sales","Sales Executive","1","false","1"
"Elijah Shaw","elijah.shaw.emp1916@public.local","Research & Development","Laboratory Technician","0.75","false","0.25"
"Daniel Shaw","daniel.shaw.emp1918@public.local","Research & Development","Laboratory Technician","1","false","0.75"
"Noah Cruz","noah.cruz.emp1922@public.local","Research & Development","Healthcare Representative","0.75","false","0.5"
"Liam Cruz","liam.cruz.emp1924@public.local","Sales","Sales Executive","0.75","false","0.5"
"Isabella Cruz","isabella.cruz.emp1927@public.local","Sales","Sales Executive","1","false","0.75"
"Lucas Cruz","lucas.cruz.emp1928@public.local","Sales","Sales Representative","0.25","true","0.75"
"Mia Cruz","mia.cruz.emp1929@public.local","Sales","Sales Executive","0.75","false","0.25"
"Amelia Cruz","amelia.cruz.emp1931@public.local","Research & Development","Research Scientist","0.5","false","0.5"
"James Cruz","james.cruz.emp1932@public.local","Research & Development","Research Scientist","1","false","0.75"
"Harper Cruz","harper.cruz.emp1933@public.local","Sales","Sales Executive","0.75","true","1"
"Benjamin Cruz","benjamin.cruz.emp1934@public.local","Research & Development","Research Scientist","0.5","false","0.75"
"Evelyn Cruz","evelyn.cruz.emp1935@public.local","Sales","Sales Executive","0.25","false","1"
"Elijah Cruz","elijah.cruz.emp1936@public.local","Research & Development","Manufacturing Director","0.25","false","0.25"
"Abigail Cruz","abigail.cruz.emp1937@public.local","Research & Development","Research Scientist","0.5","false","1"
"Daniel Cruz","daniel.cruz.emp1938@public.local","Sales","Manager","1","false","1"
"Ella Cruz","ella.cruz.emp1939@public.local","Research & Development","Research Scientist","0.75","true","0.25"
"Aarav Powell","aarav.powell.emp1940@public.local","Research & Development","Research Scientist","1","false","0.5"
"Olivia Powell","olivia.powell.emp1941@public.local","Research & Development","Research Director","1","false","0.5"
"Emma Powell","emma.powell.emp1943@public.local","Sales","Sales Executive","1","false","0.5"
"Liam Powell","liam.powell.emp1944@public.local","Human Resources","Human Resources","0.5","true","0.25"
"Sophia Powell","sophia.powell.emp1945@public.local","Sales","Sales Executive","0.25","false","0.5"
"Isabella Powell","isabella.powell.emp1947@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Lucas Powell","lucas.powell.emp1948@public.local","Research & Development","Research Scientist","0.25","false","0.75"
"Mia Powell","mia.powell.emp1949@public.local","Research & Development","Laboratory Technician","0.5","false","0.25"
"Ethan Powell","ethan.powell.emp1950@public.local","Sales","Sales Executive","1","false","0.25"
"Amelia Powell","amelia.powell.emp1951@public.local","Sales","Sales Executive","0.75","false","1"
"James Powell","james.powell.emp1952@public.local","Research & Development","Laboratory Technician","0.25","false","0.75"
"Benjamin Powell","benjamin.powell.emp1954@public.local","Research & Development","Healthcare Representative","0.25","false","0.25"
"Evelyn Powell","evelyn.powell.emp1955@public.local","Research & Development","Healthcare Representative","1","false","0.75"
"Elijah Powell","elijah.powell.emp1956@public.local","Research & Development","Research Scientist","0.25","false","1"
"Aarav Murphy","aarav.murphy.emp1960@public.local","Research & Development","Laboratory Technician","1","true","0.75"
"Olivia Murphy","olivia.murphy.emp1961@public.local","Sales","Sales Representative","0.25","false","0.25"
"Noah Murphy","noah.murphy.emp1962@public.local","Sales","Sales Executive","1","false","0.75"
"Sophia Murphy","sophia.murphy.emp1965@public.local","Sales","Sales Executive","1","false","1"
"Mason Murphy","mason.murphy.emp1966@public.local","Research & Development","Manufacturing Director","1","false","1"
"Isabella Murphy","isabella.murphy.emp1967@public.local","Sales","Sales Executive","1","true","0.25"
"Lucas Murphy","lucas.murphy.emp1968@public.local","Sales","Sales Executive","0.25","true","0.25"
"Mia Murphy","mia.murphy.emp1969@public.local","Research & Development","Research Scientist","0.75","false","0.25"
"Ethan Murphy","ethan.murphy.emp1970@public.local","Research & Development","Healthcare Representative","0.75","false","1"
"Amelia Murphy","amelia.murphy.emp1971@public.local","Research & Development","Healthcare Representative","0.75","false","0.25"
"James Murphy","james.murphy.emp1972@public.local","Human Resources","Human Resources","0.5","false","1"
"Harper Murphy","harper.murphy.emp1973@public.local","Human Resources","Manager","0.5","false","0.75"
"Benjamin Murphy","benjamin.murphy.emp1974@public.local","Research & Development","Laboratory Technician","1","false","1"
"Evelyn Murphy","evelyn.murphy.emp1975@public.local","Sales","Sales Executive","0.25","false","0.5"
"Elijah Murphy","elijah.murphy.emp1976@public.local","Research & Development","Research Scientist","0.75","false","1"
"Ella Murphy","ella.murphy.emp1979@public.local","Research & Development","Research Director","0.75","false","0.75"
"Aarav Hayes","aarav.hayes.emp1980@public.local","Research & Development","Manufacturing Director","0.25","false","0.75"
"Olivia Hayes","olivia.hayes.emp1981@public.local","Research & Development","Healthcare Representative","0.75","false","0.5"
"Noah Hayes","noah.hayes.emp1982@public.local","Research & Development","Laboratory Technician","1","false","1"
"Sophia Hayes","sophia.hayes.emp1985@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Mason Hayes","mason.hayes.emp1986@public.local","Sales","Sales Executive","0.5","false","0.5"
"Isabella Hayes","isabella.hayes.emp1987@public.local","Human Resources","Human Resources","0.5","false","0.75"
"Mia Hayes","mia.hayes.emp1989@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"James Hayes","james.hayes.emp1992@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Harper Hayes","harper.hayes.emp1993@public.local","Research & Development","Healthcare Representative","0.75","false","0.25"
"Benjamin Hayes","benjamin.hayes.emp1994@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
"Evelyn Hayes","evelyn.hayes.emp1995@public.local","Sales","Sales Executive","0.5","false","1"
"Elijah Hayes","elijah.hayes.emp1996@public.local","Sales","Sales Representative","0.75","false","0.25"
"Abigail Hayes","abigail.hayes.emp1997@public.local","Research & Development","Manufacturing Director","0.75","false","0.25"
"Daniel Hayes","daniel.hayes.emp1998@public.local","Research & Development","Research Scientist","0.25","false","1"
"Ella Hayes","ella.hayes.emp1999@public.local","Research & Development","Research Scientist","1","false","1"
"Aarav Parker","aarav.parker.emp2000@public.local","Research & Development","Research Director","0.5","false","0.75"
"Emma Parker","emma.parker.emp2003@public.local","Research & Development","Laboratory Technician","0.75","false","1"
"Isabella Parker","isabella.parker.emp2007@public.local","Research & Development","Research Scientist","0.75","false","1"
"Lucas Parker","lucas.parker.emp2008@public.local","Research & Development","Research Scientist","0.75","false","0.5"
"Mia Parker","mia.parker.emp2009@public.local","Research & Development","Healthcare Representative","1","false","0.5"
"Ethan Parker","ethan.parker.emp2010@public.local","Research & Development","Laboratory Technician","0.5","false","0.75"
"James Parker","james.parker.emp2012@public.local","Research & Development","Laboratory Technician","1","false","0.25"
"Harper Parker","harper.parker.emp2013@public.local","Sales","Sales Representative","0.5","false","0.5"
"Benjamin Parker","benjamin.parker.emp2014@public.local","Research & Development","Research Scientist","1","false","0.25"
"Evelyn Parker","evelyn.parker.emp2015@public.local","Research & Development","Research Director","0.75","false","0.5"
"Elijah Parker","elijah.parker.emp2016@public.local","Sales","Sales Executive","1","false","0.75"
"Abigail Parker","abigail.parker.emp2017@public.local","Research & Development","Research Director","1","false","0.75"
"Daniel Parker","daniel.parker.emp2018@public.local","Sales","Sales Executive","0.75","false","0.25"
"Ella Parker","ella.parker.emp2019@public.local","Sales","Sales Representative","1","false","0.25"
"Aarav Reed","aarav.reed.emp2020@public.local","Research & Development","Research Scientist","1","false","0.5"
"Olivia Reed","olivia.reed.emp2021@public.local","Sales","Sales Representative","0.25","false","0.75"
"Noah Reed","noah.reed.emp2022@public.local","Research & Development","Manager","1","false","1"
"Emma Reed","emma.reed.emp2023@public.local","Sales","Sales Representative","0.25","true","1"
"Liam Reed","liam.reed.emp2024@public.local","Sales","Sales Executive","1","false","0.25"
"Sophia Reed","sophia.reed.emp2025@public.local","Research & Development","Manufacturing Director","0.5","false","1"
"Mason Reed","mason.reed.emp2026@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Isabella Reed","isabella.reed.emp2027@public.local","Research & Development","Research Scientist","1","true","0.25"
"Amelia Reed","amelia.reed.emp2031@public.local","Research & Development","Manager","0.75","false","0.25"
"James Reed","james.reed.emp2032@public.local","Research & Development","Laboratory Technician","0.75","true","1"
"Benjamin Reed","benjamin.reed.emp2034@public.local","Research & Development","Manufacturing Director","0.5","false","0.25"
"Evelyn Reed","evelyn.reed.emp2035@public.local","Sales","Sales Executive","0.75","false","1"
"Elijah Reed","elijah.reed.emp2036@public.local","Sales","Sales Executive","1","false","1"
"Abigail Reed","abigail.reed.emp2037@public.local","Sales","Sales Executive","0.5","false","0.75"
"Daniel Reed","daniel.reed.emp2038@public.local","Research & Development","Research Scientist","0.25","false","1"
"Aarav Patel","aarav.patel.emp2040@public.local","Human Resources","Human Resources","1","false","0.75"
"Olivia Patel","olivia.patel.emp2041@public.local","Sales","Sales Executive","1","false","0.25"
"Liam Patel","liam.patel.emp2044@public.local","Sales","Sales Executive","0.75","true","0.5"
"Sophia Patel","sophia.patel.emp2045@public.local","Sales","Sales Executive","1","false","0.5"
"Mason Patel","mason.patel.emp2046@public.local","Sales","Sales Executive","0.75","false","1"
"Lucas Patel","lucas.patel.emp2048@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"Mia Patel","mia.patel.emp2049@public.local","Research & Development","Healthcare Representative","0.75","false","0.75"
"Amelia Patel","amelia.patel.emp2051@public.local","Research & Development","Research Scientist","0.75","false","0.75"
"James Patel","james.patel.emp2052@public.local","Research & Development","Research Scientist","1","false","0.75"
"Harper Patel","harper.patel.emp2053@public.local","Research & Development","Laboratory Technician","0.5","false","1"
"Benjamin Patel","benjamin.patel.emp2054@public.local","Research & Development","Research Scientist","0.25","false","1"
"Evelyn Patel","evelyn.patel.emp2055@public.local","Sales","Sales Executive","0.25","true","1"
"Elijah Patel","elijah.patel.emp2056@public.local","Sales","Sales Executive","1","false","0.5"
"Abigail Patel","abigail.patel.emp2057@public.local","Research & Development","Manufacturing Director","0.25","false","0.5"
"Aarav Kim","aarav.kim.emp2060@public.local","Sales","Sales Representative","0.75","false","1"
"Olivia Kim","olivia.kim.emp2061@public.local","Research & Development","Laboratory Technician","1","false","0.75"
"Noah Kim","noah.kim.emp2062@public.local","Research & Development","Healthcare Representative","0.25","false","1"
"Liam Kim","liam.kim.emp2064@public.local","Research & Development","Manufacturing Director","0.5","false","0.5"
"Sophia Kim","sophia.kim.emp2065@public.local","Sales","Sales Executive","0.5","false","1"
"Lucas Kim","lucas.kim.emp2068@public.local","Research & Development","Laboratory Technician","0.75","false","0.5"
